ITEM: TIMESTEP
29
ITEM: NUMBER OF ATOMS
 109
ITEM: BOX BOUNDS pp pp pp
-0.8155899987 10.0289963
-0.8155899987 10.0289963
-0.8155899987 10.0289963
ITEM: ATOMS x y z type
-0.0726006967594 0.0229114767906 0.024104835672 2
2.00654936299 1.98612524444 -0.0682749380178 2
1.97823642961 -0.121448593658 2.01335219141 2
0.132070723041 1.90846773957 1.93981699506 2
-0.0602293942748 -0.026853111728 3.87172393715 2
1.90513119663 1.89407465644 3.86666997267 2
1.95082469325 0.00163584638071 5.80555436577 2
0.0136659651251 1.98769988099 5.8614234863 2
0.0483406723582 -0.0276204002541 7.78047053204 2
1.97550729512 1.88826653419 7.70915536953 2
1.94300271533 0.0273020779243 9.66620459508 2
0.0395741240708 1.92633436363 9.69256811401 2
0.0680579676282 3.93755984525 0.0263033032107 2
1.99097700896 5.8406829835 -0.0632694414238 2
1.89550231343 3.92900634959 1.98117208833 2
-0.0185360286781 5.82673387759 1.95095206579 2
0.00452157487046 3.85037014539 3.88736761402 2
1.92234585125 5.82205409856 3.93131543769 2
1.99697478748 3.80226257718 5.86378247197 2
-0.0298940001311 5.81606940651 5.86962565976 2
-0.0140323071877 3.84016534972 7.74287169136 2
1.93908169567 5.81313218772 7.74299284667 2
1.88145356741 3.90380025491 9.61508593011 2
-0.00405918107968 5.80871829406 9.55548110383 2
-0.0458499013078 7.62014440687 -0.000148055259078 2
1.9044416584 9.56405039443 0.0506876533602 2
1.91852474563 7.70142932061 1.9775926441 2
-0.0288237207991 9.68016230842 1.93030112192 2
0.0442515531248 7.82987471756 3.80305993168 2
1.99352707562 9.60579677119 3.88213283689 2
1.90618423648 7.82169276124 5.92137879261 2
-0.0553435054724 9.7043411183 5.78387411806 2
0.0144341818312 7.77028145172 7.79643783631 2
2.01184214931 9.73242171692 7.72531608389 2
1.93751073755 7.72510138531 9.67746052851 2
-0.0517290965871 9.66734111012 9.62263131071 2
3.8035362097 -0.0449358972619 0.0130860426583 2
5.70094005031 1.9420525593 -0.0953899693914 2
5.84412496791 -0.0128364888413 1.89862243367 2
3.8677528046 1.92698261504 1.93557321918 2
3.88899436586 0.0193197996349 3.93015177682 2
5.82195293489 1.88535895151 3.84030936098 2
5.88742436325 -0.0327576775828 5.76503318323 2
3.89934321445 1.92473124642 5.76165965379 2
3.82385296958 -0.053879233809 7.77632067941 2
5.74104771959 1.80671300454 7.68452061899 2
5.82793538539 0.0612596446305 9.71189870234 2
3.81695091036 1.92127225635 9.63803807153 2
3.89016144552 3.93377188402 -0.0386794881809 2
5.77615379653 5.830896922 -0.0414898230623 2
5.7616108478 3.89260983591 2.00260723815 2
3.87970757888 5.88210316601 1.92631230262 2
3.92920238413 3.88669920589 3.83430467644 2
5.7953791752 5.73100344614 3.85015254517 2
5.77704955741 3.75773931007 5.83126574821 2
3.93441039574 5.77363685899 5.75419194715 2
3.89908758227 3.87595195857 7.81002301555 2
5.78839631269 5.80617186616 7.7564476393 2
5.82042848207 3.89115867887 9.7171296936 2
3.83874106709 5.78514353274 9.67657000503 2
3.87231384075 7.74398643793 0.0923386986888 2
5.77619161568 9.71523312549 -0.0122457276885 2
5.83214253603 7.74617854881 2.02123340816 2
3.92774780323 9.63256017161 1.99221305495 2
3.91458635667 7.74178015947 3.85982315743 2
5.83562226942 9.65217479898 3.87598106507 2
5.81662955467 7.77701586575 5.83681285284 2
3.83082012697 9.6149726877 5.82829537223 2
3.80818958238 7.7303019304 7.80994166482 2
5.79270216497 9.69565885054 7.66719144863 2
5.79853890761 7.76465599083 9.67910519694 2
3.79564198056 9.58845130759 9.61692664284 2
7.75984088952 -0.00931235982168 0.0160787761865 2
9.61066654981 1.97176232313 -0.0684296772594 2
9.66425775135 0.0239684735835 1.94451002634 2
7.69909598893 1.98817409116 1.91328394721 2
7.73440719092 -0.069157316075 3.82264885724 2
9.66476838784 1.94665884984 3.85153703704 2
9.72343675523 0.0325371620739 5.80550323385 2
7.68025871694 1.92627139714 5.76245741517 2
7.72003982155 -0.0967711099452 7.7249911974 2
9.60907727159 1.95838753442 7.72554895932 2
9.66440099679 -0.0180453642022 9.6328845305 2
7.77171894974 1.94197634842 9.6502190221 2
7.75800277062 3.87788854825 0.000994130194833 2
9.6650864057 5.81680028802 -0.047446123022 2
9.62338714934 3.81905804411 1.91597189414 2
7.74289702015 5.85801211149 1.88117037216 2
7.73109352958 3.84897919029 3.91845138602 2
9.66760665356 5.8881879992 3.82026321044 2
9.65545605751 3.80675919746 5.83173675697 2
7.65657595322 5.78054835312 5.8397620001 2
7.71824351072 3.83363114364 7.82453663188 2
9.61428979238 5.81792348052 7.82630254219 2
9.65231771558 3.88552440919 9.71493079732 2
7.83898462623 5.85194010875 9.64240065933 2
7.72125637876 7.66830399096 0.0551939958095 2
9.63608424172 9.7203764469 0.0237207903507 2
9.70382367366 7.76176111895 1.91733079006 2
7.75710101498 9.66514641197 1.89100227226 2
7.65664087093 7.7425953296 3.87514634216 2
9.71022232834 9.64723286739 3.8113759491 2
9.7557963195 7.69789423165 5.8410310801 2
7.69402675436 9.75964885382 5.76526954243 2
7.77441310894 7.79460623552 7.78788938004 2
9.66175335105 9.66601501788 7.70627361143 2
9.63674172596 7.7696479123 9.6980162783 2
7.71328285355 9.73032905825 9.64432493104 2
1.19318370626 0.791773772403 0.878760602897 1
