ITEM: TIMESTEP
401
ITEM: NUMBER OF ATOMS
 109
ITEM: BOX BOUNDS pp pp pp
-0.8155899987 10.0289963
-0.8155899987 10.0289963
-0.8155899987 10.0289963
ITEM: ATOMS x y z type
0.00928748450156 -0.00725570742321 0.0389089280514 2
1.94216209534 1.92507138584 0.0492302996611 2
2.00189148971 -0.00463473520846 1.99656641273 2
0.0561109140768 1.84360063205 1.9088203274 2
-0.0813221306524 -0.0417210626487 3.84578449361 2
1.89704506813 1.90101073034 3.969992454 2
1.90026180963 -0.0481082342527 5.88639957738 2
0.052028411534 1.96779572225 5.84704765355 2
0.00567362009517 0.0346255009507 7.82469367135 2
1.94458704593 1.89188346876 7.77036834658 2
1.89738006889 -0.0485000538969 9.69283337514 2
0.0521522633131 1.96077432591 9.69497391764 2
0.0194228818349 3.82029071264 0.0364437145934 2
1.93834868988 5.74395684675 0.0989265926361 2
1.8849837803 3.82106588124 1.99023260622 2
-0.057308827157 5.76455493118 1.92924949888 2
-0.0178808853979 3.83249925651 3.90854840511 2
1.83835746264 5.79200110447 3.89657088762 2
2.03290209688 3.95667655537 5.87521002218 2
-0.0665780815001 5.81418849847 5.78563291859 2
-0.0641517198093 3.83375551076 7.72047786031 2
1.90846883542 5.75588546653 7.68546421529 2
1.93654691116 3.90349303373 9.72702198266 2
-0.0247412587339 5.74528372229 9.57133922331 2
0.0475517109886 7.61627535448 0.0499876532404 2
1.83794704536 9.63311518256 0.0259902170481 2
1.9195984073 7.76870626809 1.94225945195 2
-0.10467686483 9.66355942082 1.97556525754 2
-0.0073152078348 7.74392082335 3.81278639953 2
1.91340422169 9.71723286165 3.83989702518 2
2.03853300234 7.86203315617 5.72206668523 2
-0.0456370046758 9.71688453772 5.8149469528 2
0.0300674917817 7.69429550203 7.73768178297 2
1.96858532552 9.63627969519 7.77479540952 2
1.90240106868 7.68635386432 9.76191623204 2
-0.0308853641772 9.69871135589 9.69112112576 2
3.92921302222 0.0531201533023 -0.042675878657 2
5.83489034468 1.99351570322 0.00357607244967 2
5.80568297038 0.0489715674225 1.95005248721 2
3.80956076281 1.93215637596 1.96894329452 2
3.77656295768 -0.0118680148146 3.85444500093 2
5.80867881399 1.8897940393 3.91098707894 2
5.77617246796 -0.0429098232237 5.8253112309 2
3.94100527669 1.95045040735 5.74214794408 2
3.98187844538 0.0613814916527 7.69464566986 2
5.82461037998 1.91610514952 7.75981847006 2
5.82369427067 0.0789290907748 9.64367422423 2
3.80082224751 1.97411059313 9.56859475436 2
3.93488500077 3.86976109171 -0.0346290681444 2
5.7996276053 5.80923383949 0.0286615447083 2
5.8686399429 3.85516048323 1.99987511941 2
3.9030315293 5.79410022048 1.94457877218 2
3.81539376389 3.84280740891 3.88403942692 2
5.78503062702 5.79369273555 3.81472632828 2
5.80301163366 3.88574623489 5.76622982759 2
3.90881006678 5.86600382818 5.84494389133 2
3.9330033255 3.84910369983 7.80489706807 2
5.74784231784 5.75451840034 7.67867576235 2
5.79174401997 4.00117041843 9.68518826224 2
3.85349518775 5.77282091383 9.63182877679 2
3.85369795822 7.77817054947 0.052981471279 2
5.78409168369 9.62693471316 -0.0683230345068 2
5.74183928226 7.7674032199 1.91102740563 2
3.91468046357 9.74398283365 1.9374937914 2
3.83644253495 7.7192446185 3.83278027459 2
5.72682961667 9.72028166576 3.88770722653 2
5.86405084911 7.74882114539 5.76923860512 2
3.91123817183 9.62647607494 5.82426996117 2
3.78519411436 7.67642620676 7.79157361205 2
5.83799796729 9.68921582192 7.6992594383 2
5.82583190313 7.77738825688 9.54681372513 2
3.8451757765 9.75819871723 9.65813176396 2
7.66366987557 -0.0425679178805 0.0131326860793 2
9.61828134292 1.87218082053 -0.0459696157799 2
9.63112602108 0.0467920960426 1.91213659884 2
7.67725171807 1.82718820432 1.99691865893 2
7.70033711553 -0.0859794705761 3.83083335561 2
9.74012487087 1.90289178636 3.82123614466 2
9.59930959209 0.0703688046178 5.84746080153 2
7.72378627743 1.98246663214 5.80306368606 2
7.81476629396 0.0563499582002 7.74755441085 2
9.74786346142 1.91936316098 7.68818956754 2
9.7322731798 0.0465239642982 9.67188918272 2
7.83303381218 2.00771335734 9.58804545455 2
7.80035359898 3.88930268441 -0.00571364283494 2
9.73949988967 5.77206622119 -0.0350890168808 2
9.66251427025 3.73989399384 2.00227203803 2
7.70027873665 5.79824310726 1.88388018028 2
7.78839492061 3.84653617976 3.85163266722 2
9.6368326307 5.84898005026 3.77430686739 2
9.68487726884 3.85708794186 5.80620879205 2
7.75351725579 5.82770602414 5.74526616619 2
7.7580031494 3.88607988829 7.74807700495 2
9.65489673893 5.83242360851 7.73945489983 2
9.70236582595 3.89192494004 9.67705148402 2
7.7257087066 5.79600678732 9.68641832906 2
7.70243901306 7.79760586573 -0.019444248291 2
9.68868142186 9.62758659945 0.0624257445524 2
9.61519988339 7.73352230238 2.00850292034 2
7.70242227371 9.62168447046 1.96351978289 2
7.62689310544 7.72808073472 3.88621703358 2
9.69671674822 9.69630807263 3.92786748168 2
9.70174215619 7.73017185273 5.78597651992 2
7.71265286437 9.68603648138 5.75791606843 2
7.7439322838 7.7257208689 7.71640122813 2
9.73043929558 9.62763400799 7.77478410476 2
9.64459948775 7.73482073656 9.69345881433 2
7.78121841776 9.71876607426 9.63893941455 2
2.06120443081 0.267471870267 0.275036828846 1
