ITEM: TIMESTEP
154
ITEM: NUMBER OF ATOMS
 109
ITEM: BOX BOUNDS pp pp pp
-0.8155899987 10.0289963
-0.8155899987 10.0289963
-0.8155899987 10.0289963
ITEM: ATOMS x y z type
-0.00831944305134 -0.0410608805453 -0.033416431466 2
1.95585758492 1.98363593345 0.059838834368 2
1.92876533151 -0.020130790513 1.97252149071 2
0.0997523448656 1.9587650046 1.95000219789 2
-0.0590806435829 -0.0167706419996 3.84732544833 2
1.94840462985 1.95767325579 3.91477706128 2
1.99158708063 0.00177479296715 5.81708608438 2
-0.0223031068841 1.94343164427 5.82307239149 2
-0.0319591442353 0.0125138457553 7.70241613182 2
1.96901951697 1.93245427716 7.69409517607 2
1.86544652405 -0.0877922376588 9.60884857922 2
0.0760610879312 1.91680142552 9.64077617177 2
0.0577840006494 3.86875585935 -0.00761847669487 2
1.88614231141 5.85640030001 -0.00785430116894 2
1.96190897224 3.92695262281 1.99296687135 2
-0.00560697493364 5.79083270221 1.8790710029 2
-0.0582572808349 3.90426179979 3.79561135827 2
1.92427387088 5.83281009284 3.85857720353 2
1.9308732154 3.91418322475 5.8135769388 2
-0.0227940479293 5.78738635723 5.84381131627 2
-0.0226411335997 3.81871352544 7.78059793646 2
1.94346580396 5.74535396754 7.70675648545 2
1.89307418004 3.9309943717 9.69853862781 2
-0.0695542816411 5.76697055122 9.6971210834 2
-0.0332699565213 7.71574356351 -0.0399493156329 2
2.02407275235 9.65193389241 -0.00474419099616 2
1.92622342264 7.74383413904 1.87249647323 2
-0.0875553152907 9.69753754246 1.91845068715 2
-0.012530869208 7.69612666875 3.91762011277 2
1.82945147412 9.68250108259 3.97822005014 2
1.90369317578 7.7168866431 5.77975379618 2
-0.0538567441913 9.67161557049 5.82747217667 2
0.0115490440376 7.67532339058 7.72941849436 2
2.00022435646 9.64694810945 7.66620792919 2
1.84988573302 7.70835206032 9.68570902256 2
0.0180134259571 9.64622630918 9.75313456096 2
3.94365529428 -0.0301086168199 0.0157527282437 2
5.74285636304 1.94092010163 -0.0174592062278 2
5.77963771846 -0.00899512727909 1.90280996011 2
3.87913605468 1.95362742468 1.98477331408 2
3.79051697469 -0.0400522686272 3.82009957421 2
5.794399731 1.86414127257 3.8413209777 2
5.89204226461 0.0263369836083 5.85330476941 2
3.87272680949 1.92875016874 5.90736190565 2
3.87410612843 0.0466201718329 7.76304131314 2
5.81850793329 1.93898848899 7.83325572696 2
5.84800849286 -0.0175374269335 9.68738873255 2
3.89057537375 2.0727945262 9.69750614905 2
3.92933706451 4.04819613231 0.0325993273067 2
5.77725293934 5.81741079754 -0.0042920788831 2
5.84403494853 3.84260790784 1.86993479535 2
3.91299342107 5.82016407812 1.99963813113 2
3.85659381538 3.92008040243 3.89630132424 2
5.80206059012 5.79848166881 3.9085021595 2
5.76967665924 3.85510871674 5.83065699191 2
3.87675372131 5.81142121124 5.72971392457 2
3.89393642568 3.86688276873 7.68535050936 2
5.80564561764 5.78473022524 7.74404256194 2
5.84902661131 3.85599835275 9.66503313595 2
3.80463850535 5.80792645604 9.63615034051 2
3.86226884007 7.62185301023 -0.0822246640793 2
5.89146125476 9.66061198657 -0.015270008135 2
5.83522757559 7.73488307702 1.95518016196 2
3.86556467331 9.6108921549 1.95105150231 2
3.79582108846 7.72300248734 3.89031925733 2
5.79341023846 9.70399819673 3.94419221247 2
5.74483915337 7.83531233785 5.78676599858 2
3.85725212855 9.76047384633 5.74689111518 2
3.92452168854 7.81667596085 7.71502490333 2
5.7367573615 9.68679740111 7.79869057884 2
5.90375613188 7.77227048523 9.72472920499 2
3.9297589763 9.59298974687 9.6951284495 2
7.76525505708 0.0032149974396 -0.00781766288827 2
9.74413870821 2.09506112481 0.0123750775935 2
9.59347972814 0.0117969567333 1.9629378217 2
7.73786773916 1.93649824663 1.96266753088 2
7.81612680964 -0.0206883996259 3.96000734771 2
9.54454106235 1.89382283513 3.90700193851 2
9.7097394197 0.0602400360605 5.78337939511 2
7.78449979333 1.95509918377 5.80368864106 2
7.70714336869 -0.0482249500729 7.6963119927 2
9.64807349617 1.9342769523 7.74225157545 2
9.68876777843 0.0536529576339 9.74739407597 2
7.70982048757 1.89610680641 9.74513303271 2
7.70267767626 3.89680071548 0.00665540541814 2
9.59993555362 5.76177144336 -0.02421751473 2
9.68831678543 3.79825964998 1.92162986651 2
7.75257300301 5.80170397709 1.89138867882 2
7.72309503956 3.86780971045 3.7313283715 2
9.61909222522 5.75719994012 3.91251931756 2
9.63396059206 3.83445240216 5.80277181302 2
7.69976433302 5.87661647282 5.80647810985 2
7.79192336196 3.85264563312 7.71878794464 2
9.66850637595 5.86178962237 7.64073318172 2
9.67312232057 3.81432951529 9.64903421041 2
7.71886268355 5.79104660997 9.64790890293 2
7.76255484645 7.77071140083 -0.0375750207129 2
9.66337358656 9.59681657511 0.0156170597435 2
9.57230287216 7.69006749945 1.91580886657 2
7.68071242732 9.72563206948 1.98770462304 2
7.69188381357 7.71656791504 3.82420981501 2
9.68102327448 9.62745557175 3.88954157105 2
9.75954505935 7.69150777989 5.78479335436 2
7.82542075675 9.59886345521 5.81322826699 2
7.65818372169 7.72302688844 7.7404898988 2
9.67084370771 9.65833887663 7.80880694212 2
9.70162669371 7.69538384502 9.6745689906 2
7.81028908402 9.64465611159 9.65629967376 2
2.05698510915 -0.0531867106016 -0.0762977420995 1
