ITEM: TIMESTEP
300
ITEM: NUMBER OF ATOMS
 109
ITEM: BOX BOUNDS pp pp pp
-0.8155899987 10.0289963
-0.8155899987 10.0289963
-0.8155899987 10.0289963
ITEM: ATOMS x y z type
0.048596538726 0.0615650817652 -0.0573646799396 2
1.99599287937 1.97740789268 -0.057541727131 2
1.95171075769 0.0507185197565 1.91629679393 2
-0.00960730698837 1.99175554676 1.86124875954 2
-0.0220906149527 -0.0212553408092 3.84687768812 2
1.87416718564 1.89597971797 3.85257456939 2
1.90407684218 -0.0251249443508 5.89289470192 2
-0.0108567269024 1.95891371937 5.76655679922 2
-0.025171446671 -0.0724829611826 7.73349998183 2
1.88116295256 1.92269714535 7.79177248756 2
1.96146922917 -0.0596686535333 9.65886253213 2
-0.0462365455308 1.91469927219 9.64091865101 2
-0.0808824922949 3.81535422425 0.0197410582489 2
1.8779901297 5.83035479246 0.0459024182839 2
2.00627833829 3.82167153863 2.02467391549 2
0.0332529745161 5.88236619985 1.92492502706 2
0.0431506286646 3.82651606039 3.85695858895 2
1.93611109569 5.84663374987 3.81966385637 2
1.91769137225 3.85328848887 5.83444521773 2
-0.0295140112268 5.85255627215 5.82649368562 2
-0.00710714502005 3.90761098106 7.74033645055 2
1.88196571658 5.83039744968 7.772143058 2
1.92450955935 3.96974692953 9.64148471642 2
-0.0596628001209 5.89631758548 9.69912507671 2
-0.0219166362814 7.8527710179 0.0427179622224 2
1.98624643362 9.64201967107 0.0268819451968 2
1.99181746421 7.74367655501 2.02372053629 2
-0.0127879075557 9.7435669302 1.95695748198 2
0.0478056844649 7.75010808903 3.88357037959 2
1.88828580324 9.72947308065 3.80719698365 2
1.90807142944 7.77472649252 5.76640148128 2
0.095614432576 9.61931118389 5.74063847074 2
0.0225397998807 7.71615161947 7.78841746148 2
1.91990143319 9.63541313953 7.76703470924 2
2.01768765426 7.79964236887 9.70232505253 2
-0.056139878987 9.73575382107 9.65765477907 2
3.90639954836 0.00647135123413 -0.0374295011389 2
5.86443590302 1.83237841552 -0.0379176318743 2
5.80147466303 0.0315047134089 1.93531462931 2
3.89883027858 1.91234647864 2.02526314744 2
3.92549149371 -0.0275028087922 3.99130124052 2
5.80242042838 1.98326860146 3.90941808019 2
5.83636877227 -0.0239589298408 5.87955505077 2
3.85400981898 1.9785476928 5.84121540011 2
3.82193108051 -0.0487262963272 7.64392376799 2
5.82134654652 1.92145961865 7.6915800053 2
5.80563615092 -0.0266308289128 9.5935818062 2
3.84999704826 1.89461954312 9.6656552677 2
3.87483413807 3.75891504091 -0.0335159626789 2
5.80183844012 5.76436066872 0.0364403946427 2
5.84454542264 3.7763998251 1.90952245427 2
3.91403790717 5.77571812035 1.82055147467 2
3.86320744592 3.82319555374 3.93434882162 2
5.82798365268 5.79331383273 3.82923531094 2
5.78096789566 3.9156584935 5.77566337637 2
3.87518963202 5.80515015884 5.8080241813 2
3.87720512924 3.88256681283 7.80169749702 2
5.82149375319 5.83248409109 7.74324707071 2
5.78600058355 3.81476157151 9.67176203046 2
3.83777272688 5.78551025185 9.6996557842 2
3.87104778292 7.69342172542 0.0111062312291 2
5.77974728386 9.72845883034 0.0221088239116 2
5.79109567458 7.69996293483 1.90794588342 2
3.90791816919 9.71019819513 1.90281454429 2
3.94985247623 7.6513675993 3.82697939631 2
5.80861121788 9.65996908533 3.83702945425 2
5.75068304099 7.6430236502 5.77482573653 2
3.89686064166 9.62910617589 5.80969812397 2
3.82969280787 7.73979433666 7.73594317913 2
5.72891236603 9.62135998823 7.75523551969 2
5.73401357272 7.68842293156 9.73968802326 2
3.9051178963 9.73650652133 9.63594898059 2
7.74403769839 -0.0339089763384 -0.0406286850487 2
9.69853333876 1.85377832694 0.0192750245687 2
9.61371503456 -0.013349758031 2.05493648414 2
7.79310985687 1.96708226473 1.89923845656 2
7.73373028308 -0.00937208658881 3.83968676412 2
9.6563904022 1.95680818654 3.9289497418 2
9.76013165992 -0.0321182614811 5.82609992556 2
7.76481778305 1.89011468503 5.78461895465 2
7.7418950447 -0.171737495437 7.74511520543 2
9.70565551885 1.97671064292 7.71394992619 2
9.58250747086 -0.00334933546185 9.57821146051 2
7.71505152624 1.91586858922 9.64043176164 2
7.78670253331 3.84715787008 0.00592638675154 2
9.60287643642 5.91625797521 -0.00521281157824 2
9.75621376177 3.97701375673 1.89483407126 2
7.71194817125 5.85657713451 1.94797121922 2
7.681339826 3.84111933776 3.88214475493 2
9.68146184289 5.76956981471 3.87414539427 2
9.72816292541 3.90284605658 5.86966271563 2
7.7044976432 5.74950381551 5.86140629041 2
7.68935253224 3.85961854677 7.73704257119 2
9.69591539091 5.82124664244 7.77754669022 2
9.63837425772 3.87751460416 9.68677424311 2
7.6695632049 5.79036474805 9.62131332609 2
7.79780589343 7.80895327596 0.0471022149761 2
9.71449843413 9.81391760891 0.042039729165 2
9.74460378588 7.8120807513 1.95676305696 2
7.70577469613 9.66416039038 1.90415706111 2
7.66232352521 7.74756243665 3.89426771969 2
9.62986866922 9.65431962931 3.8482151004 2
9.62089672566 7.75201101929 5.86252119464 2
7.68184624901 9.62739790952 5.86459466471 2
7.77939245194 7.67969097877 7.72899715447 2
9.6330072896 9.64459608902 7.70737496206 2
9.58603575214 7.7849187474 9.71105018619 2
7.70251253007 9.65367713184 9.63575326572 2
2.05259665473 0.354083077388 -0.108201642995 1
